sample	SF10	SF11	SF12	SF13	SF14	SF15	SF16	SF17	SF18	SF19	SF1	SF20	SF21	SF22	SF23	SF24	SF25	SF26	SF27	SF2	SF34	SF35	SF36	SF37	SF3	SF4	SF5	SF6	SF7	SF8	SF9
PWY.7805._.aminomethyl.phosphonate_degradation	3.73E-07	0	7.93E-05	0	1.65E-05	0	4.31E-07	1.68E-06	0	0	0	2.66E-05	5.26E-06	0	0	1.35E-06	4.85E-05	1.52E-05	1.38E-06	1.91E-05	0	0	0	0	2.28E-05	0	5.09E-05	0	0	0	0
PWY.7807._glyphosate_degradation_III	4.29E-07	0	7.62E-05	0	1.64E-05	0	3.97E-07	2.12E-06	0	0	0	2.51E-05	4.91E-06	0	0	3.30E-06	4.51E-05	1.44E-05	1.31E-06	1.93E-05	0	0	0	0	2.29E-05	0	4.97E-05	0	0	0	0
PWY.7820._teichuronic_acid_biosynthesis_.B._subtilis_168.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63E-07	1.20E-07	5.49E-07	2.68E-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7831._ABH_and_Lewis_epitopes_biosynthesis_from_type_2_precursor_disaccharide	0	1.02E-06	0	6.75E-07	0	4.28E-07	0	4.94E-07	7.48E-07	5.73E-07	1.49E-06	2.89E-07	0	7.37E-06	0	9.62E-07	0	2.60E-07	0	0	0	0	0	4.35E-06	0	0	0	7.52E-07	0	5.97E-07	0
PWY.7832._ABH_and_Lewis_epitopes_biosynthesis_from_type_1_precursor_disaccharide	0	1.65E-06	0	1.75E-06	0	1.10E-06	0	1.29E-06	2.79E-06	1.30E-06	2.28E-06	6.22E-07	0	1.94E-05	1.74E-07	1.26E-06	0	6.89E-07	0	0	1.94E-06	0	0	6.40E-06	0	3.32E-06	0	1.66E-06	0	1.29E-06	6.82E-08
PWY.7833._biosynthesis_of_Lewis_epitopes_.H._pylori.	0	1.40E-06	0	1.38E-06	0	7.12E-07	0	9.72E-07	2.02E-06	7.86E-07	1.36E-06	5.16E-07	0	1.17E-05	1.27E-07	9.07E-07	0	4.97E-07	0	0	1.45E-06	0	0	3.84E-06	0	2.94E-06	0	1.27E-06	0	8.10E-07	7.58E-08
PWY.7835._superpathway_of_glycosphingolipids_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03E-06	0	0	0	0	0	0	0
PWY.7836._ganglio.series_glycosphingolipids_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22E-07	0	0	0	0	0	0	0
PWY.7838._globo.series_glycosphingolipids_biosynthesis	0	0	0	3.48E-07	0	1.84E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45E-07	0	0	0	0	0	0	0
PWY.7839._lacto.series_glycosphingolipids_biosynthesis	0	0	0	0	0	1.32E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.81E-07	0	8.75E-07	0	0	0	0	0
PWY.7840._gala.series_glycosphingolipids_biosynthesis	0	6.63E-07	0	5.45E-07	0	2.66E-07	0	0	7.13E-07	4.13E-07	9.98E-07	0	0	5.42E-06	0	3.95E-07	0	0	0	0	0	0	0	1.75E-06	0	4.45E-07	0	6.83E-07	0	4.22E-07	0
PWY.7841._neolacto.series_glycosphingolipids_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09E-07	0	0	0	0	0	0	0
PWY.7851._coenzyme_A_biosynthesis_II_.eukaryotic.	0.000222393	8.66E-06	0.000209428	8.48E-06	0.000514651	5.38E-05	0.000571337	0.000106001	6.17E-07	3.59E-05	1.71E-05	0.000170285	0.000270952	0	0.000297978	6.47E-05	0.000296548	0.000147707	0.000208548	0.000197771	1.80E-05	0.000245954	0.000650267	8.02E-07	0.000200233	7.60E-05	0.000217116	7.64E-05	0.000410206	3.81E-06	0.000252282
PWY.7858._.5Z..dodecenoate_biosynthesis_II	0.000249043	7.46E-06	0.000205949	1.07E-06	3.65E-05	4.37E-05	0.000179079	1.52E-05	4.01E-07	3.63E-05	0	0.00010089	4.76E-05	0	0.000322042	9.62E-06	0.000135083	4.06E-05	0.000259669	0.00025283	4.30E-06	0.000208199	0.000164487	8.82E-07	0.000271003	1.29E-05	0.00020324	0	1.39E-06	4.33E-07	0.000205563
PWY.7873._D.erythronate_degradation_II	9.68E-08	0	4.12E-05	0	0	0	0	7.35E-07	0	0	0	2.33E-05	6.05E-06	0	0	2.21E-06	1.64E-05	4.89E-06	2.61E-07	8.84E-06	0	0	0	0	1.11E-05	0	2.24E-05	0	0	0	0
PWY.7874._L.threonate_degradation	9.68E-08	0	4.96E-05	0	1.14E-06	0	0	7.44E-07	0	0	0	2.33E-05	6.05E-06	0	0	2.21E-06	2.54E-05	6.96E-06	6.58E-07	8.84E-06	0	0	0	0	1.11E-05	0	2.24E-05	0	0	0	0
PWY.7883._anhydromuropeptides_recycling_II	0.00013207	2.42E-06	9.64E-05	6.01E-07	2.45E-05	2.68E-05	0.000219986	9.16E-06	1.74E-07	2.34E-05	1.04E-06	5.87E-05	2.67E-05	0	0.00012194	2.13E-06	6.87E-05	2.04E-05	0.00018433	8.87E-05	3.81E-06	0.000116855	9.41E-05	0	9.45E-05	5.70E-06	0.000135139	7.54E-07	1.07E-06	9.88E-07	0.000123834
PWY.7913._firefly_bioluminescence	0	0	0	0	0	0	0	0	0	4.33E-07	0	1.76E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.7919._protein_N.glycosylation_processing_phase_.plants_and_animals.	0	0	0	1.21E-07	0	6.70E-08	0	0	0	0	2.26E-07	4.30E-08	0	0	0	0	0	0	0	0	3.01E-07	0	0	5.06E-07	0	3.31E-07	0	0	0	0	0
PWY.7942._5.oxo.L.proline_metabolism	0.000212761	7.13E-07	0	6.82E-07	1.93E-05	2.79E-05	1.32E-06	9.73E-06	7.16E-07	1.95E-05	1.99E-06	6.34E-05	3.22E-05	2.36E-06	0.000113772	1.85E-05	0.000122279	3.17E-05	0.000251262	0.00023291	2.20E-06	1.54E-06	0	2.52E-06	0.000245407	9.38E-06	0.0001429	3.64E-06	4.72E-07	1.22E-06	0.000221287
PWY.7948._4.oxopentanoate_degradation	0	6.17E-07	0	0	0	0	0	0	0	0	1.95E-07	0	0	1.22E-06	0	0	0	0	0	0	0	0	0	8.76E-07	0	8.72E-07	0	4.51E-07	0	2.08E-07	0
PWY.7953._UDP.N.acetylmuramoyl.pentapeptide_biosynthesis_III_.meso.diaminopimelate_containing.	0.000315001	7.14E-06	0.000406482	6.80E-06	0.00058343	4.71E-05	0.000564901	0.000137829	1.03E-06	3.34E-05	2.21E-05	0.000245047	0.000311005	0	0.000317066	8.93E-05	0.000449445	0.000199465	0.000307285	0.000305796	1.08E-05	0.000210289	0.000552554	0	0.000320835	7.51E-05	0.000322281	0.000109638	0.000605444	5.52E-06	0.000346489
PWY.7977._L.methionine_biosynthesis_IV	0.000739847	8.66E-06	0.000602446	6.23E-06	0.000327996	5.54E-05	0.000345459	0.000118545	0	4.32E-05	2.04E-05	0.000279105	0.000339654	0	0.000611004	4.69E-05	0.000420782	0.000188572	0.000701269	0.000636471	2.56E-06	0.000326629	0.000104807	8.78E-07	0.000659257	2.88E-05	0.000447416	5.91E-06	3.14E-05	3.72E-06	0.000767599
PWY.7979._protein_O.mannosylation_III_.mammals._core_M3.	0	0	0	4.23E-07	0	0	0	0	0	0	3.36E-07	2.81E-07	0	0	0	0	0	7.36E-07	0	0	1.01E-06	0	0	0	0	1.46E-06	0	7.24E-07	0	6.47E-07	0
PWY.7992._superpathway_of_menaquinol.8_biosynthesis_III	0	0	0	0	3.32E-06	0	2.87E-06	2.81E-05	0	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-06	8.65E-06	0	4.61E-07
PWY.7999._vitamin_K.epoxide_cycle	0	3.43E-07	0	1.79E-07	0	1.59E-07	0	0	3.15E-07	8.90E-08	0	8.76E-08	0	7.29E-07	0	1.44E-07	0	0	0	3.78E-08	0	2.78E-07	0	4.98E-07	0	0	0	1.50E-07	0	4.22E-07	0
PWY.8004._Entner.Doudoroff_pathway_I	0.00021521	0	0.000362742	2.77E-06	0.000122943	3.13E-05	3.67E-05	4.01E-05	1.48E-06	2.47E-05	6.04E-06	0.000112535	0.000216639	0	0.00026166	2.21E-05	0.000156523	7.84E-05	0.000212601	0.000209049	1.15E-06	0.000209508	0.000107273	1.71E-06	0.000229996	1.86E-05	0.000224763	1.18E-05	4.24E-05	2.13E-06	0.000182054
PWY.8011._L.serine_biosynthesis_II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-07	0	0	0	0	0	0	1.45E-07	0	0	0	0	0	0	0	0
PWY.801._homocysteine_and_cysteine_interconversion	9.85E-05	0	0	0	1.29E-05	0	4.41E-07	5.52E-06	0	5.15E-07	0	3.21E-05	1.95E-05	0	4.05E-06	1.34E-05	2.22E-05	5.54E-06	4.58E-05	5.57E-05	0	2.04E-06	3.63E-06	0	5.43E-05	1.61E-06	9.72E-05	0	0	9.58E-08	0.000148333
PWY.8041._ultra.long.chain_fatty_acid_biosynthesis	0	0	0	0	0	0	0	0	0	4.30E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-07	0	0	0	0	0	0	0
PWY.8051._anandamide_biosynthesis_I	0	4.71E-07	0	0	0	0	0	0	6.08E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8052._2.arachidonoylglycerol_biosynthesis	0	2.30E-07	0	2.20E-07	0	5.96E-08	0	0	0	0	4.16E-07	0	0	1.63E-06	0	3.93E-07	0	6.74E-08	0	0	0	0	0	0	0	2.81E-07	0	3.91E-07	0	0	0
PWY.8053._anandamide_biosynthesis_II	0	3.43E-07	0	0	0	0	0	0	5.75E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8055._palmitoyl_ethanolamide_biosynthesis	0	6.33E-07	0	3.65E-07	0	5.68E-07	0	9.48E-07	4.56E-07	2.36E-07	3.85E-07	2.55E-07	0	0	0	8.65E-07	0	3.33E-07	0	0	0	0	0	2.26E-06	0	8.68E-07	0	2.97E-07	0	2.74E-07	0
PWY.8073._lipid_IVA_biosynthesis_.P._putida.	0.000315615	7.26E-06	0.000346666	1.76E-06	9.65E-05	3.90E-05	0.000211017	3.53E-05	5.96E-07	2.45E-05	4.16E-06	0.000140505	0.000102271	0	0.000289739	1.27E-05	0.000202498	7.84E-05	0.000313664	0.000290799	2.42E-06	0.00017094	9.02E-05	5.41E-07	0.000320448	1.58E-05	0.000248741	4.62E-05	0.000249476	3.33E-06	0.0003218
PWY.8086._.S..lactate_fermentation_to_propanoate._acetate_and_hydrogen	3.28E-07	0	0	0	0	0	8.49E-08	1.70E-06	0	0	0	1.88E-05	5.39E-06	0	0	0	1.34E-06	1.59E-07	0	7.00E-07	0	0	0	0	9.58E-07	0	2.00E-05	0	0	0	0
PWY.8112._factor_420_biosynthesis_I_.archaea.	0	0	0	0	1.26E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.60E-08	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8113._3PG.factor_420_biosynthesis	0	0	0	0	1.26E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75E-08	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8131._5..deoxyadenosine_degradation_II	0.000221632	0	0	0	1.38E-05	1.03E-06	5.14E-07	2.77E-06	0	1.26E-05	0	3.90E-05	2.47E-05	0	9.55E-05	0	4.96E-05	1.96E-05	0.000264112	0.000257379	0	0.000158579	8.29E-06	0	0.000260059	1.07E-06	0.000123424	1.44E-06	8.59E-06	0	0.00021846
PWY.8134._bile_acid_7.beta..dehydroxylation	0	0	0	0	0	0	0	2.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8152._androsrtendione_degradation_II_.anaerobic.	0	0	0	0	0	0	0	8.26E-07	0	0	0	2.63E-07	0	0	0	0	0	6.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8173._anteiso.branched.chain_fatty_acid_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8174._odd_iso.branched.chain_fatty_acid_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8175._even_iso.branched.chain_fatty_acid_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8178._pentose_phosphate_pathway_.non.oxidative_branch._II	0.000698747	1.03E-05	0.000678538	5.68E-06	0.000510132	7.11E-05	0.000407504	8.59E-05	2.36E-06	5.14E-05	8.82E-06	0.000364067	0.000370329	0	0.000494542	0.000120951	0.000538931	0.000215803	0.000681306	0.000738326	1.35E-05	0.000174259	0.000462408	8.34E-07	0.000777411	4.35E-05	0.000660707	7.57E-05	0.000409296	6.05E-06	0.000741397
PWY.8182._valproate_.beta..oxidation	0	7.47E-07	0	0	0	0	0	0	0	0	3.68E-07	0	0	1.91E-06	0	0	0	0	0	0	0	0	0	1.46E-06	0	9.82E-07	0	8.29E-07	0	4.42E-07	0
PWY.8187._L.arginine_degradation_XIII_.reductive_Stickland_reaction.	0.000142883	2.48E-06	0.000385383	1.61E-06	0.00011058	4.49E-05	5.03E-05	5.08E-05	3.18E-07	4.47E-05	7.61E-06	0.000116213	4.35E-05	0	0.000179036	1.83E-05	0.000292199	9.54E-05	0.000136908	0.000207186	1.02E-05	8.44E-05	0.000297901	1.65E-06	0.000222195	2.12E-05	0.000196046	2.15E-05	0.000117181	2.05E-06	0.000132629
PWY.8188._L.alanine_degradation_VI_.reductive_Stickland_reaction.	0	0	0	0	0	0	0	9.53E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8189._L.alanine_degradation_V_.oxidative_Stickland_reaction.	0	0	0	0	0	0	0	9.53E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.8190._L.glutamate_degradation_XI_.reductive_Stickland_reaction.	0	0	0	3.61E-07	7.80E-06	0	3.01E-06	0	0	8.74E-07	0	1.82E-06	0	0	0	0	1.04E-06	3.30E-06	0	0	0	0	1.20E-05	0	0	0	0	0	0	3.27E-07	5.89E-07
PWY.821._superpathway_of_sulfur_amino_acid_biosynthesis_.Saccharomyces_cerevisiae.	2.34E-06	9.99E-07	0	1.07E-06	5.37E-05	9.30E-06	4.40E-05	2.37E-05	0	9.76E-06	0	8.01E-05	0.000116367	0	0	4.54E-06	9.31E-05	6.89E-05	4.65E-05	7.68E-06	1.21E-06	0	5.80E-06	0	1.29E-06	1.31E-05	3.64E-05	1.73E-06	5.64E-06	1.61E-06	3.70E-05
PWY.822._fructan_biosynthesis	0	2.75E-07	0	2.01E-07	0	3.22E-07	0.000125482	0	0	4.98E-07	0	1.54E-07	0	0	0	0	1.56E-06	1.24E-06	0	9.64E-07	2.85E-06	0	0.000135241	0	0	6.87E-06	0	0	0	0	1.66E-07
PWY.841._superpathway_of_purine_nucleotides_de_novo_biosynthesis_I	0.000260162	8.91E-06	0.000295097	8.05E-06	0.000341578	4.75E-05	0.000630117	9.20E-05	8.04E-07	3.37E-05	1.70E-05	0.000195269	0.000248885	0	0.000295842	7.24E-05	0.00028197	0.000156493	0.000272034	0.000249742	1.77E-05	0.00026148	0.000663282	1.27E-06	0.000254862	9.60E-05	0.000250395	6.07E-05	0.000330178	4.75E-06	0.000270797
PWY.922._mevalonate_pathway_I_.eukaryotes_and_bacteria.	5.40E-07	0	0	0	0	7.75E-07	5.73E-05	0	0	4.23E-06	0	9.36E-06	3.88E-06	0	0	0	2.28E-07	1.75E-06	0	1.60E-06	5.47E-06	4.84E-06	0.000217401	0	0	8.77E-06	1.82E-07	2.14E-06	9.75E-06	0	6.80E-06
PWY.I9._L.cysteine_biosynthesis_VI_.from_L.methionine.	0.000247211	7.38E-06	0.000215528	1.64E-06	9.22E-05	4.97E-05	0.000469918	3.43E-05	6.20E-07	3.21E-05	4.09E-06	0.000168218	9.63E-05	0	0.00016014	4.72E-05	0.000309191	0.00011002	0.000242302	0.000245023	1.59E-05	0.000181309	0.00051389	0	0.000245988	5.22E-05	0.000214041	4.43E-07	3.21E-06	4.05E-06	0.000270544
PWY0.1061._superpathway_of_L.alanine_biosynthesis	0.000218433	6.60E-06	0.000257566	0	3.45E-05	7.10E-05	0.000225021	9.50E-06	8.78E-07	4.16E-05	0	0.000112007	5.19E-05	0	0.000393691	1.35E-05	0.00013682	3.87E-05	0.000238333	0.000235367	3.43E-06	0.000102849	0.000153984	1.69E-06	0.000249778	5.06E-06	0.000177995	1.56E-06	1.21E-05	2.10E-06	0.000208004
PWY0.1221._putrescine_degradation_II	3.66E-07	0	0	0	0	0	5.20E-08	2.64E-06	1.60E-07	0	0	2.41E-05	7.12E-06	0	0	1.94E-06	6.39E-08	5.24E-08	0	4.86E-06	0	0	0	0	6.00E-06	0	2.12E-05	0	0	0	0
PWY0.1241._ADP.L.glycero..beta..D.manno.heptose_biosynthesis	0.00021264	6.14E-06	0.000201915	2.13E-07	3.06E-05	3.42E-05	0.000241274	1.32E-05	2.78E-07	2.66E-05	7.86E-07	8.94E-05	3.15E-05	0	0.000267684	7.55E-06	0.000153173	3.45E-05	0.000203229	0.000195056	2.91E-06	0.000180504	0.000205222	2.76E-07	0.000200369	3.98E-05	0.000166103	2.02E-06	1.17E-05	7.03E-07	0.000229253
PWY0.1261._anhydromuropeptides_recycling_I	0.000264073	6.87E-06	0.000298911	1.43E-06	0.00012771	4.47E-05	0.000234095	3.25E-05	5.86E-07	3.70E-05	1.33E-06	0.000133021	7.55E-05	0	0.000295403	7.56E-05	0.000177556	5.93E-05	0.00031741	0.000295357	4.36E-06	0.000269833	0.000119065	0	0.000309688	1.51E-05	0.000267063	1.63E-06	7.75E-06	1.60E-06	0.000241394
PWY0.1277._3.phenylpropanoate_and_3..3.hydroxyphenyl.propanoate_degradation	0.000233202	0	0.000344714	0	3.65E-05	3.11E-05	1.78E-06	1.23E-05	4.62E-07	1.49E-05	0	0.000197155	6.30E-05	0	6.17E-05	2.84E-05	2.13E-05	4.72E-06	0.00025805	0.000258712	0	0	0	0	0.000291574	1.46E-06	0.000179722	0	0	4.30E-07	0.000195124
PWY0.1296._purine_ribonucleosides_degradation	0.000323907	1.26E-06	0.000558919	5.70E-06	0.000185146	8.41E-05	0.000570244	7.80E-05	1.55E-06	3.86E-05	5.16E-06	0.000185885	0.000172505	3.44E-06	0.000614157	0.000152936	0.000433637	0.000162069	0.000325344	0.000312386	2.03E-05	0.00037996	0.000718676	2.98E-06	0.000323576	6.33E-05	0.000282273	1.63E-05	7.27E-05	1.85E-06	0.000350482
PWY0.1297._superpathway_of_purine_deoxyribonucleosides_degradation	0.000324209	6.64E-07	0.000394885	2.71E-06	0.000172101	6.58E-05	0.000314378	4.05E-05	8.38E-07	3.54E-05	9.79E-07	0.000193386	0.000129604	0	0.000403992	6.79E-05	0.000179837	6.32E-05	0.000335761	0.000317788	1.26E-05	0.000284609	0.000344558	1.59E-06	0.000335494	2.70E-05	0.00026805	1.42E-05	6.52E-05	1.63E-06	0.000313541
PWY0.1298._superpathway_of_pyrimidine_deoxyribonucleosides_degradation	0.000326776	2.81E-07	0.00031296	2.53E-06	0.000132032	5.69E-05	0.000240912	3.05E-05	1.33E-06	3.22E-05	4.60E-07	0.000197568	0.000107846	0	0.000311748	5.55E-05	0.000209817	7.22E-05	0.000341112	0.00031991	7.23E-06	0.00020819	0.000312502	1.52E-06	0.000342428	3.00E-05	0.000260184	9.20E-06	4.65E-05	1.47E-06	0.000306792
PWY0.1319._CDP.diacylglycerol_biosynthesis_II	0.000451699	1.01E-05	0.000416477	9.20E-06	0.000489837	4.94E-05	0.000514197	0.000125662	3.17E-06	3.82E-05	1.78E-05	0.00026639	0.000274227	0	0.000372151	9.56E-05	0.000470497	0.000184584	0.000368285	0.000385081	1.68E-05	0.000244991	0.000407278	2.40E-06	0.000420405	5.38E-05	0.00041504	6.99E-05	0.000377874	5.11E-06	0.000483517
PWY0.1337._oleate_.beta..oxidation	6.15E-07	0	0.000214536	5.50E-07	2.89E-05	4.29E-05	3.88E-05	6.62E-06	1.81E-07	3.32E-05	6.10E-07	4.13E-05	1.69E-05	0	0.000129339	4.66E-06	0.000102091	2.93E-05	2.40E-05	1.63E-05	0	0	0	0	1.80E-05	7.42E-07	5.55E-05	0	0	9.83E-07	0
PWY0.1338._polymyxin_resistance	0.000188318	0	0.000182676	0	1.79E-05	2.66E-05	6.55E-07	7.95E-06	1.54E-07	1.00E-05	0	6.78E-05	3.20E-05	0	0.000225101	7.65E-06	8.85E-05	2.92E-05	0.000151007	0.000163212	0	0.000211862	0	0	0.000167324	3.01E-06	0.000145562	0	0	6.25E-07	0.000134464
PWY0.1415._superpathway_of_heme_b_biosynthesis_from_uroporphyrinogen.III	0.000324713	5.84E-06	0.000346396	1.02E-06	2.87E-05	3.91E-05	0.000249877	1.09E-05	3.93E-07	2.44E-05	0	0.000120803	4.35E-05	0	0.00014597	1.35E-05	0.000273619	7.76E-05	0.000287333	0.000273609	3.35E-06	0.000180522	8.46E-05	0	0.000281321	9.63E-06	0.000245394	0	0	1.33E-06	0.000321334
PWY0.1477._ethanolamine_utilization	0.000867179	4.56E-07	0.000786494	1.86E-06	0.000188678	6.05E-05	4.60E-05	3.95E-05	2.27E-06	3.13E-05	1.85E-06	0.000266123	0.000136888	0	0.000653876	3.48E-05	0.000356016	0.00010255	0.000915796	0.000968744	2.97E-06	0.000370591	0.000164423	2.65E-06	0.00102164	1.89E-05	0.000670286	2.34E-05	0.000129683	2.37E-06	0.000844954
PWY0.1479._tRNA_processing	0.00044594	7.74E-06	0.000242131	2.09E-06	9.74E-05	4.42E-05	0.000252711	2.90E-05	1.61E-06	3.11E-05	0	0.000164169	9.55E-05	0	0.000306067	3.35E-05	0.000315257	9.54E-05	0.000398936	0.000379581	6.53E-06	0.000204294	0.000105608	0	0.000385706	1.52E-05	0.000289856	0	2.84E-06	1.40E-06	0.000418689
PWY0.1533._methylphosphonate_degradation_I	2.46E-07	0	5.15E-05	0	1.02E-05	0	2.39E-07	1.25E-06	0	0	0	1.56E-05	2.89E-06	0	0	1.98E-06	2.85E-05	9.06E-06	7.49E-07	1.13E-05	0	0	0	0	1.36E-05	0	3.14E-05	0	0	0	0
PWY0.1586._peptidoglycan_maturation_.meso.diaminopimelate_containing.	0.00121928	2.05E-05	0.00154656	1.20E-05	0.000433306	0.000169139	0.000856439	0.000142422	2.99E-06	0.000106098	9.60E-06	0.00060918	0.000374384	0	0.00131718	0.000145687	0.000872969	0.000295319	0.00120106	0.00127181	2.40E-05	0.000655646	0.00103347	2.21E-06	0.00134938	9.26E-05	0.00108439	9.94E-05	0.000546489	7.04E-06	0.00122254
PWY0.162._superpathway_of_pyrimidine_ribonucleotides_de_novo_biosynthesis	0.00028062	1.27E-06	0.000293322	3.07E-06	0.000238159	3.96E-05	0.000374456	7.35E-05	1.09E-06	2.88E-05	1.21E-05	0.000157048	0.00025881	0	0.000310451	2.93E-05	0.000194485	0.000112001	0.000314593	0.000329524	1.18E-05	0.000208342	0.000242414	6.55E-07	0.000339453	3.00E-05	0.000231835	3.16E-05	0.000150808	3.53E-06	0.000270043
PWY0.166._superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_.E._coli.	0.000235594	2.59E-06	0.000207029	1.42E-06	5.44E-05	4.39E-05	0.000102784	3.09E-05	0	2.16E-05	2.58E-06	0.000120817	9.04E-05	0	0.00016399	4.01E-05	0.000134065	5.76E-05	0.000248374	0.000249198	4.87E-06	1.29E-05	9.89E-05	1.39E-06	0.000258889	8.30E-06	0.000200823	9.41E-07	0	1.28E-06	0.000232601
PWY0.301._L.ascorbate_degradation_I_.bacterial._anaerobic.	0.000632975	0	0.000433408	2.88E-07	2.23E-05	6.49E-05	2.14E-06	1.35E-05	1.30E-06	4.38E-05	0	0.000191593	6.38E-05	0	0.000584436	2.53E-05	0.000227299	5.99E-05	0.000337901	0.000393593	0	5.93E-07	7.81E-06	0	0.000416823	4.42E-06	0.000295776	0	6.77E-07	1.41E-06	0.000684859
PWY0.321._phenylacetate_degradation_I_.aerobic.	6.45E-08	0	0	0	0	0	0	1.12E-06	0	0	0	2.29E-05	7.52E-06	0	0	1.33E-06	1.99E-07	0	0	8.33E-06	0	0	0	0	8.73E-06	0	2.51E-05	0	0	0	0
PWY0.41._allantoin_degradation_IV_.anaerobic.	2.37E-07	0	3.89E-05	0	3.91E-06	0	1.63E-07	2.61E-06	0	0	0	1.81E-05	5.62E-06	0	0	8.24E-07	1.86E-05	6.20E-06	5.78E-07	9.31E-06	0	0	0	0	1.09E-05	0	2.93E-05	0	0	0	0
PWY0.42._2.methylcitrate_cycle_I	9.59E-07	0	0.000316015	0	1.63E-05	2.64E-05	1.75E-06	1.07E-05	2.60E-07	1.30E-05	0	5.29E-05	2.06E-05	0	0	1.06E-05	6.92E-05	1.82E-05	4.38E-06	5.56E-05	0	4.78E-06	2.46E-06	0	6.57E-05	3.95E-07	0.000110674	0	0	5.63E-07	0
PWY0.461._L.lysine_degradation_I	2.55E-07	0	2.32E-05	0	2.18E-05	4.09E-06	2.65E-07	2.46E-06	0	1.25E-05	0	2.00E-05	8.49E-06	0	0	1.47E-06	3.41E-05	9.28E-06	1.63E-06	7.71E-06	0	0	0	0	8.12E-06	3.22E-07	2.58E-05	0	0	4.99E-07	0
PWY0.781._aspartate_superpathway	2.00E-05	0	0.000360037	1.38E-06	5.25E-05	8.84E-06	3.56E-05	2.95E-05	0	2.16E-05	0	0.000151812	9.45E-05	0	0.00025741	2.53E-05	0.000211993	7.18E-05	0.000170959	0.000178713	4.57E-06	4.95E-05	2.04E-05	0	0.000195609	1.41E-05	0.000254565	0	0	1.55E-06	5.17E-05
PWY0.845._superpathway_of_pyridoxal_5..phosphate_biosynthesis_and_salvage	0.000299031	0	0.000279629	3.87E-06	0.00028485	3.87E-05	9.81E-05	3.66E-05	0	2.95E-05	8.10E-06	0.000138773	0.000258216	0	0.00029898	1.65E-05	0.000206373	0.000115453	0.000312088	0.000274094	0	0.000189977	5.80E-06	0	0.000294649	1.87E-05	0.000249776	2.22E-05	0.000104031	3.34E-06	0.000258002
PWY0.862._.5Z..dodecenoate_biosynthesis_I	0.000339853	9.54E-06	0.000249502	2.44E-06	0.000197837	6.70E-05	0.000285483	6.88E-05	6.09E-07	5.47E-05	1.39E-05	0.000178363	0.000173677	0	0.000416591	1.56E-05	0.000281784	0.000127624	0.000375728	0.000354174	1.01E-05	0.0003454	0.000402171	1.31E-06	0.000372932	3.09E-05	0.000312877	4.70E-06	1.61E-05	2.91E-06	0.000292376
PWY0.881._superpathway_of_fatty_acid_biosynthesis_I_.E._coli.	0	1.11E-06	0	8.33E-07	0	8.00E-07	0	1.20E-06	4.06E-07	8.52E-07	0	9.65E-07	0	0	0	1.08E-06	0	1.31E-06	0	0	1.99E-06	0	0	0	0	0	0	0	0	5.81E-07	0
PWY1G.0._mycothiol_biosynthesis	0	0	0	0	0	0	9.37E-07	0	0	0	0	3.08E-07	0	0	0	0	0	0	0	0	0	3.23E-06	8.05E-06	0	0	0	0	2.29E-06	1.05E-05	0	0
